,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
260,601318.SH,20180507,60.55,61.47,59.71,61.19,60.71,0.48,0.79,829447.83,5035372.512
261,601318.SH,20180504,61.33,61.64,60.64,60.71,61.44,-0.73,-1.19,441586.75,2694568.405
262,601318.SH,20180503,60.88,61.58,59.9,61.44,61.34,0.1,0.16,629125.38,3831120.277
263,601318.SH,20180502,61.36,61.79,60.75,61.34,60.89,0.45,0.74,708908.42,4341690.751
264,601318.SH,20180427,63.55,63.73,58.34,60.89,63.12,-2.23,-3.53,2602862.57,15747812.239
265,601318.SH,20180426,65.68,65.89,62.81,63.12,65.5,-2.38,-3.63,841553.82,5364614.954
266,601318.SH,20180425,66.04,66.46,65.31,65.5,66.56,-1.06,-1.59,477827.61,3141687.154
267,601318.SH,20180424,65.4,67.06,65.28,66.56,64.99,1.57,2.42,906954.07,6024928.823
268,601318.SH,20180423,64.15,65.16,63.78,64.99,64.15,0.84,1.31,544466.66,3516175.405
269,601318.SH,20180420,64.2,64.87,63.51,64.15,64.48,-0.33,-0.51,603340.73,3871514.93
270,601318.SH,20180419,63.9,64.95,63.66,64.48,63.51,0.97,1.53,726473.75,4680959.624
271,601318.SH,20180418,63.78,63.95,62.6,63.51,63.13,0.38,0.6,764845.49,4841197.668
272,601318.SH,20180417,64.44,64.86,62.83,63.13,64.3,-1.17,-1.82,831672.88,5312790.696
273,601318.SH,20180416,66.01,66.66,63.88,64.3,66.18,-1.88,-2.84,809639.57,5244687.54
274,601318.SH,20180413,67.43,67.45,66.05,66.18,66.72,-0.54,-0.81,466385.74,3114028.929
275,601318.SH,20180412,67.91,67.97,66.69,66.72,67.67,-0.95,-1.4,544502.5,3659539.916
276,601318.SH,20180411,68.3,68.57,67.48,67.67,68.25,-0.58,-0.85,720924.32,4894354.063
277,601318.SH,20180410,65.69,68.4,65.39,68.25,65.96,2.29,3.47,905139.72,6064986.129
278,601318.SH,20180409,64.99,65.99,64.05,65.96,64.55,1.41,2.18,716142.85,4679345.562
279,601318.SH,20180404,64.9,65.58,63.98,64.55,64.51,0.04,0.06,679989.53,4414551.485
280,601318.SH,20180403,63.95,64.95,63.84,64.51,64.66,-0.15,-0.23,604070.68,3885145.804
281,601318.SH,20180402,64.25,66.25,64.22,64.66,65.31,-0.65,-1.0,805559.09,5242356.77
